,book_name,author_name,book_genre,year_published,edition_language,avg_rating,no_of_raters,score,no_of_ppl_voted,book_url
170,Half of a Yellow Sun,Chimamanda Ngozi Adichie,Fiction,2006,English,4.31,"85,697","6,036",69,https://www.goodreads.com/book/show/18749.Half_of_a_Yellow_Sun
171,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,Nonfiction,2005,English,3.74,"193,499","6,002",67,https://www.goodreads.com/book/show/1097.Fast_Food_Nation
172,Let the Right One In,John Ajvide Lindqvist,Horror,2007,English,4.06,"80,810","5,912",65,https://www.goodreads.com/book/show/943402.Let_the_Right_One_In
173,Blood River: A Journey to Africa's Broken Heart,Tim Butcher,Travel,2008,English,4.05,"7,034","5,884",59,https://www.goodreads.com/book/show/2184798.Blood_River
174,"Fifty Shades of Grey (Fifty Shades, #1)",E.L. James,Romance,2011,English,3.67,"1,718,663","5,773",70,https://www.goodreads.com/book/show/10818853-fifty-shades-of-grey
175,Saturday,Ian McEwan,Fiction,2006,English,3.63,"56,873","5,771",66,https://www.goodreads.com/book/show/5015.Saturday
176,Suite Française,Irène Némirovsky,Fiction,2007,English,3.83,"56,739","5,750",66,https://www.goodreads.com/book/show/43944.Suite_Fran_aise
177,"Clockwork Prince (The Infernal Devices, #2)",Cassandra Clare,Fantasy,2011,English,4.45,"404,047","5,693",71,https://www.goodreads.com/book/show/10025305-clockwork-prince
178,"Matched (Matched, #1)",Ally Condie,Young Adult,2010,English,3.67,"609,186","5,681",69,https://www.goodreads.com/book/show/7735333-matched
179,Flow Down Like Silver: Hypatia of Alexandria,Ki Longfellow,Historical,2009,English,4.43,"2,155","5,678",58,https://www.goodreads.com/book/show/6801755-flow-down-like-silver
180,"The Year of the Flood  (MaddAddam, #2)",Margaret Atwood,Fiction,2009,English,4.07,"94,980","5,558",62,https://www.goodreads.com/book/show/6080337-the-year-of-the-flood
181,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",Patrick Rothfuss,Fantasy,2011,English,4.57,"377,684","5,502",60,https://www.goodreads.com/book/show/1215032.The_Wise_Man_s_Fear
182,High in School,Salman Aditya,Humor,2012,English,4.38,167,"5,500",55,https://www.goodreads.com/book/show/17159076-high-in-school
183,The Girl on the Train,Paula Hawkins,Fiction,2015,English,3.91,"1,805,889","5,280",63,https://www.goodreads.com/book/show/22557272-the-girl-on-the-train
184,"Odd Thomas (Odd Thomas, #1)",Dean Koontz,Horror,2006,English,3.96,"235,180","5,212",59,https://www.goodreads.com/book/show/14995.Odd_Thomas
185,The Bookseller of Kabul,Åsne Seierstad,Nonfiction,2004,English,3.77,"39,193","5,154",62,https://www.goodreads.com/book/show/9838.The_Bookseller_of_Kabul
186,Stiff: The Curious Lives of Human Cadavers,Mary Roach,Nonfiction,2004,English,4.06,"157,602","5,020",56,https://www.goodreads.com/book/show/32145.Stiff
187,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",Chuck Klosterman,Nonfiction,2004,English,3.74,"62,910","4,990",54,https://www.goodreads.com/book/show/599.Sex_Drugs_and_Cocoa_Puffs
188,Team of Rivals: The Political Genius of Abraham Lincoln,Doris Kearns Goodwin,History,2006,English,4.28,"136,745","4,924",56,https://www.goodreads.com/book/show/2199.Team_of_Rivals
189,"Possession of My Soul (The Three Immortal Blades, #1)",Kia Carrington-Russell,Fantasy,2014,English,3.81,167,"4,885",49,https://www.goodreads.com/book/show/21878763-possession-of-my-soul
190,Snow,Orhan Pamuk,Fiction,2005,English,3.58,"35,570","4,874",56,https://www.goodreads.com/book/show/11691.Snow
191,"A Discovery of Witches (All Souls Trilogy, #1)",Deborah Harkness,Fantasy,2011,English,really,avg,"4,842",57,https://www.goodreads.com/book/show/8667848-a-discovery-of-witches
192,A Great and Terrible Beauty (Gemma Doyle #1),Libba Bray,Fantasy,2003,English,3.79,"197,768","4,835",56,https://www.goodreads.com/book/show/3682.A_Great_and_Terrible_Beauty
193,"If I Stay (If I Stay, #1)",Gayle Forman,Young Adult,2009,English,3.95,"665,951","4,818",61,https://www.goodreads.com/book/show/4374400-if-i-stay
194,Under the Dome,Stephen King,Horror,2009,English,3.90,"240,311","4,750",55,https://www.goodreads.com/book/show/6320534-under-the-dome
195,Dear John,Nicholas Sparks,Romance,2006,English,4.03,"509,803","4,739",55,https://www.goodreads.com/book/show/5526.Dear_John
196,"Last Sacrifice (Vampire Academy, #6)",Richelle Mead,Young Adult,2010,English,4.40,"245,888","4,708",55,https://www.goodreads.com/book/show/6527740-last-sacrifice
197,"Allegiant (Divergent, #3)",Veronica Roth,Young Adult,2013,English,3.63,"758,582","4,698",58,https://www.goodreads.com/book/show/18710190-allegiant
198,"The Final Empire (Mistborn, #1)",Brandon Sanderson,Fantasy,2006,English,4.45,"339,041","4,634",50,https://www.goodreads.com/book/show/68428.The_Final_Empire
199,The Crimson Petal and the White,Michel Faber,Historical,2003,English,3.88,"34,745","4,604",52,https://www.goodreads.com/book/show/40200.The_Crimson_Petal_and_the_White
200,Then We Came to the End,Joshua Ferris,Fiction,2007,English,3.46,"30,543","4,520",49,https://www.goodreads.com/book/show/97782.Then_We_Came_to_the_End
201,The Lacuna,Barbara Kingsolver,Fiction,2009,English,3.79,"55,698","4,440",55,https://www.goodreads.com/book/show/6433752-the-lacuna
202,"Eldest (The Inheritance Cycle, #2)",Christopher Paolini,Fantasy,2007,English,3.98,"319,814","4,433",55,https://www.goodreads.com/book/show/45978.Eldest
203,The Hour I First Believed,Wally Lamb,Fiction,2008,English,3.81,"54,616","4,406",52,https://www.goodreads.com/book/show/3086160-the-hour-i-first-believed
204,"City of Lost Souls (The Mortal Instruments, #5)",Cassandra Clare,Fantasy,2012,English,4.28,"385,792","4,404",58,https://www.goodreads.com/book/show/8755776-city-of-lost-souls
205,The Tale of Despereaux,Kate DiCamillo,Fantasy,2008,English,4.03,"146,636","4,351",54,https://www.goodreads.com/book/show/37190.The_Tale_of_Despereaux
206,Assassination Vacation,Sarah Vowell,Nonfiction,2006,English,3.97,"38,616","4,351",47,https://www.goodreads.com/book/show/3110.Assassination_Vacation
207,"Throne of Glass (Throne of Glass, #1)",Sarah J. Maas,Fantasy,2012,English,4.22,"501,036","4,327",53,https://www.goodreads.com/book/show/7896527-throne-of-glass
208,"Fallen (Fallen, #1)",Lauren Kate,Young Adult,2009,English,3.73,"457,903","4,314",53,https://www.goodreads.com/book/show/6487308-fallen
209,"The Summoning (Darkest Powers, #1)",Kelley Armstrong,Young Adult,2008,English,4.03,"148,193","4,303",51,https://www.goodreads.com/book/show/2800905-the-summoning
210,Moloka'i (Moloka'i #1),Alan Brennert,Historical,2004,English,4.17,"98,138","4,268",48,https://www.goodreads.com/book/show/3273.Moloka_i
211,"Clockwork Princess (The Infernal Devices, #3)",Cassandra Clare,Fantasy,2013,English,4.58,"298,801","4,187",51,https://www.goodreads.com/book/show/18335634-clockwork-princess
212,The Little Friend,Donna Tartt,Fiction,2003,English,3.46,"43,611","4,180",48,https://www.goodreads.com/book/show/775346.The_Little_Friend
213,Paper Towns,John Green,Young Adult,2009,English,3.83,"807,548","4,178",51,https://www.goodreads.com/book/show/6442769-paper-towns
214,The Gargoyle,Andrew Davidson,Fiction,2008,English,3.96,"41,939","4,176",46,https://www.goodreads.com/book/show/2595138-the-gargoyle
215,"Shiver (The Wolves of Mercy Falls, #1)",Maggie Stiefvater,Young Adult,2009,English,3.77,"409,079","4,141",55,https://www.goodreads.com/book/show/6068551-shiver
216,Wonder,R.J. Palacio,Young Adult,2012,English,4.45,"620,606","4,117",51,https://www.goodreads.com/book/show/11387515-wonder
217,A Long Way Gone: Memoirs of a Boy Soldier,Ishmael Beah,Nonfiction,2007,English,4.15,"152,235","4,110",48,https://www.goodreads.com/book/show/43015.A_Long_Way_Gone
218,Dewey: The Small-Town Library Cat Who Touched the World,Vicki Myron,Nonfiction,2008,English,3.87,"48,248","4,033",45,https://www.goodreads.com/book/show/3257136-dewey
219,The Nightingale,Kristin Hannah,Historical,2015,English,4.57,"558,801","3,969",48,https://www.goodreads.com/book/show/21853621-the-nightingale
220,"Cinder (The Lunar Chronicles, #1)",Marissa Meyer,Young Adult,2012,English,4.15,"605,444","3,909",50,https://www.goodreads.com/book/show/11235712-cinder
221,"Beautiful Creatures (Caster Chronicles, #1)",Kami Garcia,Young Adult,2009,English,3.76,"510,522","3,865",51,https://www.goodreads.com/book/show/6304335-beautiful-creatures
222,"Bring Up the Bodies (Thomas Cromwell, #2)",Hilary Mantel,Historical,2012,English,4.28,"59,884","3,864",46,https://www.goodreads.com/book/show/13507212-bring-up-the-bodies
223,"The Nanny Diaries (Nanny, #1)",Emma McLaughlin,Womens Fiction,2003,English,3.42,"348,750","3,857",45,https://www.goodreads.com/book/show/228333.The_Nanny_Diaries
224,Deception Point,Dan Brown,Fiction,2002,English,3.70,"555,901","3,849",47,https://www.goodreads.com/book/show/976.Deception_Point
225,"P.S. I Love You (P.S. I Love You, #1)",Cecelia Ahern,Romance,2005,English,4.02,"318,431","3,839",49,https://www.goodreads.com/book/show/366522.P_S_I_Love_You
226,"I Am Number Four (Lorien Legacies, #1)",Pittacus Lore,Young Adult,2010,English,3.94,"298,944","3,832",47,https://www.goodreads.com/book/show/7747374-i-am-number-four
227,Vernon God Little,D.B.C. Pierre,Fiction,2004,English,3.59,"26,705","3,803",43,https://www.goodreads.com/book/show/11711.Vernon_God_Little
228,"Dead to the World (Sookie Stackhouse, #4)",Charlaine Harris,Fantasy,2005,English,4.13,"232,323","3,780",46,https://www.goodreads.com/book/show/140077.Dead_to_the_World
229,Still Alice,Lisa Genova,Fiction,2007,English,4.31,"281,049","3,757",46,https://www.goodreads.com/book/show/2153405.Still_Alice
230,"In the Woods (Dublin Murder Squad, #1)",Tana French,Mystery,2007,English,3.76,"268,009","3,745",44,https://www.goodreads.com/book/show/237209.In_the_Woods
231,"The Sisterhood of the Traveling Pants (Sisterhood, #1)",Ann Brashares,Young Adult,2001,English,3.78,"588,169","3,745",50,https://www.goodreads.com/book/show/452306.The_Sisterhood_of_the_Traveling_Pants
232,The Sense of an Ending,Julian Barnes,Fiction,2011,English,3.72,"137,563","3,704",45,https://www.goodreads.com/book/show/10746542-the-sense-of-an-ending
233,Out Stealing Horses,Per Petterson,Fiction,2007,English,3.81,"26,568","3,679",42,https://www.goodreads.com/book/show/398323.Out_Stealing_Horses
234,"Fifty Shades Darker (Fifty Shades, #2)",E.L. James,Romance,2011,English,3.85,"688,988","3,675",46,https://www.goodreads.com/book/show/11857408-fifty-shades-darker
235,"Blossom in Winter (Blossom in Winter, #1)",Melanie Martins,Romance,2019,English,4.46,645,"3,599",36,https://www.goodreads.com/book/show/47884266-blossom-in-winter
236,Americanah,Chimamanda Ngozi Adichie,Fiction,2013,English,4.30,"213,068","3,543",41,https://www.goodreads.com/book/show/15796700-americanah
237,"The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared (The Hundred-Year-Old Man, #1)",Jonas Jonasson,Fiction,2012,English,3.83,"188,880","3,538",44,https://www.goodreads.com/book/show/13486632-the-hundred-year-old-man-who-climbed-out-of-the-window-and-disappeared
238,I Am America,Stephen Colbert,Nonfiction,2007,English,3.91,"76,093","3,533",40,https://www.goodreads.com/book/show/611298.I_Am_America
239,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",Laini Taylor,Fantasy,2011,English,4.03,"283,803","3,498",43,https://www.goodreads.com/book/show/8490112-daughter-of-smoke-bone
240,March,Geraldine Brooks,Historical,2006,English,3.75,"51,472","3,497",42,https://www.goodreads.com/book/show/13529.March
241,In Defense of Food: An Eater's Manifesto,Michael Pollan,Nonfiction,2008,English,4.08,"96,652","3,490",41,https://www.goodreads.com/book/show/315425.In_Defense_of_Food
242,Crossing the Seas: A Diary of My Thoughts,Yuehai Xiao,Nonfiction,2012,unknown,4.41,115,"3,482",35,https://www.goodreads.com/book/show/16243767-crossing-the-seas
243,City of Thieves,David Benioff,Historical,2008,English,4.30,"102,287","3,448",40,https://www.goodreads.com/book/show/1971304.City_of_Thieves
244,"The Mark of Athena (The Heroes of Olympus, #3)",Rick Riordan,Fantasy,2012,English,4.45,"406,939","3,308",44,https://www.goodreads.com/book/show/12127750-the-mark-of-athena
245,Shanghai Girls (Shanghai Girls #1),Lisa See,Historical,2009,English,3.90,"130,511","3,299",39,https://www.goodreads.com/book/show/5960325-shanghai-girls
246,"The Fiery Cross (Outlander, #5)",Diana Gabaldon,Historical,2005,English,4.27,"150,525","3,296",38,https://www.goodreads.com/book/show/10967.The_Fiery_Cross
247,Loving Frank,Nancy Horan,Historical,2007,English,3.75,"86,284","3,282",40,https://www.goodreads.com/book/show/898885.Loving_Frank
248,"Dreams of the Ringed Vale (Luthiel's Song, #1)",Robert Fanney,Fantasy,2005,English,3.99,886,"3,278",34,https://www.goodreads.com/book/show/526764.Dreams_of_the_Ringed_Vale
249,Austerlitz,W.G. Sebald,Fiction,2002,English,4.04,"12,473","3,219",33,https://www.goodreads.com/book/show/88442.Austerlitz
250,The Thousand Autumns of Jacob de Zoet,David Mitchell,Fiction,2010,English,4.03,"48,665","3,218",39,https://www.goodreads.com/book/show/7141642-the-thousand-autumns-of-jacob-de-zoet
251,Collapse: How Societies Choose to Fail or Succeed,Jared Diamond,Nonfiction,2005,English,3.93,"55,034","3,201",36,https://www.goodreads.com/book/show/475.Collapse
252,The Birth of Venus,Sarah Dunant,Historical,2004,English,3.81,"89,186","3,190",39,https://www.goodreads.com/book/show/28078.The_Birth_of_Venus
253,"Same Kind of Different as Me: A Modern-Day Slave, an International Art Dealer, and the Unlikely Woman Who Bound Them Together",Ron Hall,Nonfiction,2006,English,4.23,"73,603","3,150",34,https://www.goodreads.com/book/show/104189.Same_Kind_of_Different_as_Me
254,Choke,Chuck Palahniuk,Fiction,2002,English,3.69,"178,680","3,137",37,https://www.goodreads.com/book/show/29059.Choke
255,The Book of Lost Things,John Connolly,Fantasy,2006,English,3.98,"59,705","3,085",37,https://www.goodreads.com/book/show/69136.The_Book_of_Lost_Things
256,"The Son of Neptune (The Heroes of Olympus, #2)",Rick Riordan,Fantasy,2011,English,4.44,"375,294","3,074",41,https://www.goodreads.com/book/show/9520360-the-son-of-neptune
257,"A Dirty Job (Grim Reaper, #1)",Christopher Moore,Humor,2006,English,4.07,"97,585","3,071",32,https://www.goodreads.com/book/show/33456.A_Dirty_Job
258,Eleanor & Park,Rainbow Rowell,Young Adult,2013,English,4.08,"766,358","3,070",40,https://www.goodreads.com/book/show/15745753-eleanor-park
259,1776,David McCullough,History,2006,English,4.07,"170,032","3,038",39,https://www.goodreads.com/book/show/1067.1776
260,"The Knife of Never Letting Go (Chaos Walking, #1)",Patrick Ness,Young Adult,2014,English,3.97,"140,576","3,024",34,https://www.goodreads.com/book/show/20758104-the-knife-of-never-letting-go
261,"A Breath of Snow and Ashes (Outlander, #6)",Diana Gabaldon,Historical,2006,English,4.44,"127,123","3,022",35,https://www.goodreads.com/book/show/10965.A_Breath_of_Snow_and_Ashes
262,Before I Fall,Lauren Oliver,Young Adult,2010,English,3.91,"278,384","3,021",36,https://www.goodreads.com/book/show/6482837-before-i-fall
263,"The Angel's Game (The Cemetery of Forgotten Books, #2)",Carlos Ruiz Zafón,Fiction,2009,English,3.91,"98,447","2,964",35,https://www.goodreads.com/book/show/5196764-the-angel-s-game
264,Blankets,Craig Thompson,Sequential Art,2003,English,4.05,"87,253","2,904",32,https://www.goodreads.com/book/show/25179.Blankets
265,"The End of Faith: Religion, Terror, and the Future of Reason",Sam Harris,Religion,2005,English,3.93,"31,278","2,827",31,https://www.goodreads.com/book/show/29501.The_End_of_Faith
266,"Life After Life (Todd Family, #1)",Kate Atkinson,Fiction,2013,English,3.76,"186,092","2,810",32,https://www.goodreads.com/book/show/15790842-life-after-life
267,"Dark Lover (Black Dagger Brotherhood, #1)",J.R. Ward,Romance,2005,English,4.20,"271,457","2,771",34,https://www.goodreads.com/book/show/42899.Dark_Lover
268,"Bitten (Otherworld, #1)",Kelley Armstrong,Fantasy,2004,English,4.05,"86,070","2,770",32,https://www.goodreads.com/book/show/11918.Bitten
269,In the Heart of the Sea: The Tragedy of the Whaleship Essex,Nathaniel Philbrick,Nonfiction,2001,English,4.16,"75,901","2,731",28,https://www.goodreads.com/book/show/17780.In_the_Heart_of_the_Sea
270,"The Red Pyramid (The Kane Chronicles, #1)",Rick Riordan,Fantasy,2010,English,4.08,"288,292","2,706",36,https://www.goodreads.com/book/show/7090447-the-red-pyramid
271,"Blood & Spirits (The Coming Storm, #1)",Dennis Sharpe,Fantasy,2011,English,3.99,148,"2,684",27,https://www.goodreads.com/book/show/11187932-blood-spirits
272,Tell No One,Harlan Coben,Mystery,2009,English,4.11,"105,443","2,626",30,https://www.goodreads.com/book/show/43933.Tell_No_One
273,Lips of a Mastodon,Ted Bernal Guevara,Drama,2015,English,really,avg,"2,600",26,https://www.goodreads.com/book/show/26004546-lips-of-a-mastodon
274,Anathem,Neal Stephenson,Science Fiction,2008,English,4.18,"58,002","2,581",27,https://www.goodreads.com/book/show/2845024-anathem
275,Cell,Stephen King,Horror,2006,English,3.65,"179,343","2,581",31,https://www.goodreads.com/book/show/10567.Cell
276,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,Fantasy,2010,English,4.65,"249,376","2,577",28,https://www.goodreads.com/book/show/7235533-the-way-of-kings
277,Fangirl,Rainbow Rowell,Young Adult,2013,English,4.08,"506,601","2,573",31,https://www.goodreads.com/book/show/16068905-fangirl
278,Consider the Lobster and Other Essays,David Foster Wallace,Nonfiction,2005,English,4.24,"36,181","2,567",30,https://www.goodreads.com/book/show/6751.Consider_the_Lobster_and_Other_Essays
